study name,sub-group,timepoint,Data format,OR,Lower Limit  ,Upper Limit  ,"Event 
delirium group",Delirium group total (N),"Event 
no-delirium group",Non-delirium group total (N),"95% confidence 
interval",Log OR,SE,"Delirium 
mean","Delirium
(SD)","Delirium 
Sample size","No-delirium 
mean","No-delirium
(SD)","No-delirium 
Sample size",Effect direction,"Independent 
group t-value","Independent 
group p-value",difference in means,Lower limit,upper limit,Tail,Hedges's g,Std Err,Variance
DelaVarga-Martínez 2022,Functional impairment ((dependency on ADL))_performance ,36 month,Cohort 2x2 (Events),,,,10,55,12,160,,,,,,,,,,,,,,,,,,,
Durlach 2023,Functional impairment ( (poor functional outcome? BADL)_performance ,3 month,Cohort 2x2 (Events),,,,21,42,62,193,,,,,,,,,,,,,,,,,,,
Durlach 2023,Functional impairment ( (poor functional outcome? IADL)_performance ,3 month,Cohort 2x2 (Events),,,,31,42,104,193,,,,,,,,,,,,,,,,,,,
Eeles 2012,Frailty_performance ,60 month,Cohort 2x2 (Events),,,,72,102,39,171,,,,,,,,,,,,,,,,,,,
FialhoSilva 2021,Functional impairment (disability)_performance ,1 month,Cohort 2x2 (Events),,,,58,70,74,140,,,,,,,,,,,,,,,,,,,
FialhoSilva 2021,Functional Impairment (disability)_performance ,3 month,Cohort 2x2 (Events),,,,52,65,52,131,,,,,,,,,,,,,,,,,,,
Gandossi 2023,Functional impairment ( (poor functional status (fraility: delirium vs non-delirium)_performance ,4 month,Cohort 2x2 (Events),,,,62,100,88,106,,,,,,,,,,,,,,,,,,,
Gandossi 2023,Functional impairment ( (poor functional status (No fraility: delirium vs non-delirium)_performance ,4 month,Cohort 2x2 (Events),,,,45,46,196,210,,,,,,,,,,,,,,,,,,,
Lee 2011,Functional impairment_performance ,12 month,Cohort 2x2 (Events),,,,20,48,35,136,,,,,,,,,,,,,,,,,,,
Lee 2011,Functional impairment (housebound patient)_performance ,40 month,Cohort 2x2 (Events),,,,12,38,18,110,,,,,,,,,,,,,,,,,,,
Neufeld 2015,Fall_performance ,18 month,Cohort 2x2 (Events),,,,9,36,14,45,,,,,,,,,,,,,,,,,,,
Paulino 2023,Functional impairment ( (ADL dependency)_performance ,3 month,Cohort 2x2 (Events),,,,12,18,19,51,,,,,,,,,,,,,,,,,,,
Paulino 2023,Functional impairment ( (ADL dependency)_performance ,6 month,Cohort 2x2 (Events),,,,6,13,5,45,,,,,,,,,,,,,,,,,,,
Singler 2014,Fall_performance ,3 month,Cohort 2x2 (Events),,,,7,19,54,114,,,,,,,,,,,,,,,,,,,
Suraarunsumrit 2022,Frailty_performance ,3 month,Cohort 2x2 (Events),,,,3,26,22,247,,,,,,,,,,,,,,,,,,,
To-adithep 2023,Functional impairment (dependent on B-ADL)_performance ,12 month,Cohort 2x2 (Events),,,,104,141,158,366,,,,,,,,,,,,,,,,,,,
To-adithep 2023,Functional impairment (dependent on I-ADL)_performance ,12 month,Cohort 2x2 (Events),,,,113,141,174,366,,,,,,,,,,,,,,,,,,,
VanderHeijden 2023,Fatigue_performance ,12 month,Cohort 2x2 (Events),,,,332,529,915,1871,,,,,,,,,,,,,,,,,,,
Verloo 2016,Functional impairment (IADL)_performance ,0.067 month,Cohort 2x2 (Events),,,,5,20,49,94,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Ambulation)_performance ,1.5 month,Cohort 2x2 (Events),,,,8,19,42,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Ambulation)_performance ,3 month,Cohort 2x2 (Events),,,,6,15,29,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Banking and finances)_performance ,1.5 month,Cohort 2x2 (Events),,,,10,19,41,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Banking and finances)_performance ,3 month,Cohort 2x2 (Events),,,,8,15,32,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Bathing)_performance ,1.5 month,Cohort 2x2 (Events),,,,9,19,29,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Bathing)_performance ,3 month,Cohort 2x2 (Events),,,,5,15,15,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Bed-to-wheelchair transfer)_performance ,1.5 month,Cohort 2x2 (Events),,,,6,19,16,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Bed-to-wheelchair transfer)_performance ,3 month,Cohort 2x2 (Events),,,,3,15,6,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Dressing)_performance ,1.5 month,Cohort 2x2 (Events),,,,7,19,18,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Dressing)_performance ,3 month,Cohort 2x2 (Events),,,,5,15,12,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Feeding)_performance ,1.5 month,Cohort 2x2 (Events),,,,3,19,3,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Feeding)_performance ,3 month,Cohort 2x2 (Events),,,,1,15,3,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Food shopping)_performance ,1.5 month,Cohort 2x2 (Events),,,,12,19,50,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Food shopping)_performance ,3 month,Cohort 2x2 (Events),,,,11,15,41,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Housework)_performance ,1.5 month,Cohort 2x2 (Events),,,,12,19,50,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Housework)_performance ,3 month,Cohort 2x2 (Events),,,,10,15,38,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Laundry)_performance ,1.5 month,Cohort 2x2 (Events),,,,11,19,48,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Laundry)_performance ,3 month,Cohort 2x2 (Events),,,,9,15,35,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Preparing meals)_performance ,1.5 month,Cohort 2x2 (Events),,,,9,19,44,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Preparing meals)_performance ,3 month,Cohort 2x2 (Events),,,,8,15,31,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Public transportation)_performance ,1.5 month,Cohort 2x2 (Events),,,,10,19,49,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Public transportation)_performance ,3 month,Cohort 2x2 (Events),,,,10,15,42,61,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Toilet)_performance ,1.5 month,Cohort 2x2 (Events),,,,5,19,14,63,,,,,,,,,,,,,,,,,,,
Zakriya 2004,Functional impairment (Toilet)_performance ,3 month,Cohort 2x2 (Events),,,,2,15,8,61,,,,,,,,,,,,,,,,,,,
Brown 2018,Objective Cognitive change (change from baseline to 1 month),1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.23,0.87,76,0.035,0.46,66,Negative,,,,,,,-0.371374521,0.168795728,2.85E-02
Brown 2018,Objective Cognitive change (change from 1 month to 1 year),12 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.15,0.8,76,-0.28,0.48,66,Positive,,,,,,,0.192789252,0.167741586,2.81E-02
Cavallari 2017,Objective Cognitive change,12 month,"Independent groups (means, SD's)",,,,,,,,,,,1.21,3.74,25,0.75,3.39,88,Negative,,,,,,,-0.131717619,0.225271147,5.07E-02
Giroux 2021,Objective Cognitive change,2 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,69,310,,,Negative,,,-2.19,-4.12,-0.26,,-0.296401343,0.133281609,1.78E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-1.75,3.33201255,129,-0.71,7.414968132,419,Negative,,,,,,,-0.15534835,0.100661538,0.010132745
Inouye 2016,Objective Cognitive change (GCP change from baseline to 12 month),12 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.05,2.850392901,120,0.26,2.77437397,391,Negative,,,,,,,-0.110854656,0.104263202,1.09E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.36,2.924911494,117,0.14,2.891835655,382,Negative,,,,,,,-0.172177863,0.105644811,1.12E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 2 month),2 month,"Independent groups (means, SD's)",,,,,,,,,,,0.47,3.092594371,126,0.47,3.099253581,410,Positive,,,,,,,0,0.101717228,1.03E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 24 month),24 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.67,3.072930425,106,0.02,3.131971607,368,Negative,,,,,,,-0.220877709,0.110291479,1.22E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 30 month),30 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.99,3.091039964,83,-0.1,2.89697319,242,Negative,,,,,,,-0.301254111,0.127455614,1.62E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 36 month),36 month,"Independent groups (means, SD's)",,,,,,,,,,,-1.3,3.595892886,86,-0.23,3.259770898,226,Negative,,,,,,,-0.318127676,0.1270324,1.61E-02
Inouye 2016,Objective Cognitive change (GCP change from baseline to 6 month),6 month,"Independent groups (means, SD's)",,,,,,,,,,,0.26,2.982730909,124,0.39,2.92266791,404,Negative,,,,,,,-4.42E-02,0.102525922,1.05E-02
Jankowski 2011,Objective Cognitive change (Changes in AVLTDelayed Recall) 3 month,3 month,"Independent groups (means, SD's)",,,,,,,,,,,5.8,11.7,37,4,11.8,33,Positive,,,,,,,0.151532206,0.237132446,5.62E-02
Jankowski 2011,Objective Cognitive change (Changes in AVLTLearning Efficiency) 3 month,3 month,"Independent groups (means, SD's)",,,,,,,,,,,3.6,9.3,37,7.3,11.6,33,Negative,,,,,,,-0.350293927,0.23862995,5.69E-02
Jankowski 2011,Objective Cognitive change (Changes in AVLTPercent Retention) 3 month,3 month,"Independent groups (means, SD's)",,,,,,,,,,,9.7,19.9,37,1.8,17.5,33,Positive,,,,,,,0.415367099,0.239374474,5.73E-02
Jankowski 2011,Objective Cognitive change (Changes in COWAT) 3 month,3 month,"Independent groups (means, SD's)",,,,,,,,,,,0.5,1.8,37,-0.03,2.4,33,Positive,,,,,,,0.249138841,0.237720721,5.65E-02
Jankowski 2011,Objective Cognitive change (Changes in SCWT) 3 month,3 month,"Independent groups (means, SD's)",,,,,,,,,,,1.2,6.9,37,2.6,7.9,33,Negative,,,,,,,-0.187412191,0.237315536,5.63E-02
Katz 2001,Objective Cognitive change (Buschke SRT verbal memory) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Positive,0.52,,,,,,0.171035895,0.329387921,0.108496402
Katz 2001,Objective Cognitive change (EEG Alpha activity (right hemisphere) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-0.38,,,,,,-0.124987769,0.32916772,0.108351388
Katz 2001,Objective Cognitive change (EEG Delta activity (right hemisphere) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-1.96,,,,,,-0.644673758,0.335568948,0.112606519
Katz 2001,Objective Cognitive change (EEG Theta activity (right hemisphere) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-1.76,,,,,,-0.578890721,0.334290659,0.111750245
Katz 2001,Objective Cognitive change (MMSE) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-0.79,,,,,,-0.259842994,0.330005269,0.108903478
Katz 2001,Objective Cognitive change(Stroop % correct) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-0.44,,,,,,-0.14472268,0.329253721,0.108408013
Katz 2001,Objective Cognitive change(Stroop Interference) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-0.23,,,,,,-7.57E-02,0.329007721,0.10824608
Katz 2001,Objective Cognitive change (Verbal vigilance) 2 month,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,35,,,Negative,-1.62,,,,,,-0.532842596,0.33347509,0.111205636
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 12 month),12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.21,3.176790834,120,0.59,2.570583591,391,Positive,,,,,,,0.139273707,0.104296552,1.09E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0.08,3.13682961,117,0.62,2.73627484,382,Positive,,,,,,,0.190199855,0.105675778,1.12E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 1month),1 month,"Independent groups (means, SD's)",,,,,,,,,,,-1.75,3.407345007,129,-0.54,3.070423424,419,Negative,,,,,,,-0.383277691,0.101216404,1.02E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 2 month),2 month,"Independent groups (means, SD's)",,,,,,,,,,,0.36,3.928740256,126,0.47,2.834783942,410,Positive,,,,,,,3.51E-02,0.101722892,1.03E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 24 month),24 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.28,3.294601645,106,0.44,3.069332175,368,Negative,,,,,,,-0.230339471,0.110311893,1.22E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 30 month),30 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.9,3.097547417,83,0.01,2.644579362,242,Negative,,,,,,,-0.32815838,0.127557774,1.63E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 36 month),36 month,"Independent groups (means, SD's)",,,,,,,,,,,-1.6,3.985473623,110,-0.5,3.16218279,346,Negative,,,,,,,-0.325079164,0.109806109,0.012057382
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 48 month),48 month,"Independent groups (means, SD's)",,,,,,,,,,,-2.99,4.553679831,90,-1.51,3.606868448,295,Negative,,,,,,,-0.383889614,0.120977515,1.46E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 6 month),6 month,"Independent groups (means, SD's)",,,,,,,,,,,0.3,3.563369192,124,0.51,2.612967661,404,Positive,,,,,,,7.32E-02,0.102541663,1.05E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 60 month),60 month,"Independent groups (means, SD's)",,,,,,,,,,,-4.39,5.33291665,79,-2.52,4.145780988,275,Negative,,,,,,,-0.420621598,0.128355248,1.65E-02
Kunicki 2023,Objective Cognitive change(GCP change from baseline to 72 month),72 month,"Independent groups (means, SD's)",,,,,,,,,,,-5.79,5.804825579,65,-3.53,4.881884882,248,Negative,,,,,,,-0.443326329,0.140132864,1.96E-02
Neufeld 2015,Objective Cognitive change(difference Digit Span: backward from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.7108,16.9857,36,-2.4803,6.8922,45,Positive,,,,,,,0.141104287,0.221754499,4.92E-02
Neufeld 2015,Objective Cognitive change(difference Digit Span: forward from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0.3554,13.1253,36,-1.4175,15.316,45,Positive,,,,,,,0.122058639,0.221684729,0.049144119
Neufeld 2015,Objective Cognitive change(difference verbal fluency: Category-cued (animals) fluency from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.7771,3.8604,36,1.5197,11.487,45,Negative,,,,,,,-0.254194739,0.222375835,4.95E-02
Neufeld 2015,Objective Cognitive changes(difference verbal fluency: Letter-cued (p) fluency from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0.3554,5.4045,36,4,6.1264,45,Negative,,,,,,,-0.620508241,0.226779376,0.051428886
Neufeld 2015,Objective Cognitive change(difference verbal fluency: Letter-cued (s) fluency from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,-1.0662,8.4928,36,-0.0827,5.3606,45,Negative,,,,,,,-0.140662411,0.221752767,4.92E-02
Neufeld 2015,Objective Cognitive change(MMSE change from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0.3554,2.3162,36,-1.3543,2.2974,45,Positive,,,,,,,0.734432871,0.228870558,5.24E-02
Neufeld 2015,Objective Cognitive change(verbal fluency: Letter-cued (s+p) fluency from baseline to 18 month),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0.7892,6.9487,36,-2,5.3606,45,Positive,,,,,,,0.451759159,0.224303247,5.03E-02
Witlox 2013,Objective Cognitive change(change from baseline to 3 month (Expanded degit span forward)),3 month,"Independent groups (means, SD's)",,,,,,,,,,,-1,3.1,22,-0.4,2.2,26,Negative,,,,,,,-0.222780971,0.285839609,8.17E-02
Witlox 2013,Objective Cognitive change(change from baseline to 3 month (Expanded digit span backward)),3 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.7,2.1,22,-0.4,2.1,26,Negative,,,,,,,-0.140515222,0.285294516,8.14E-02
Witlox 2013,Objective Cognitive change(change from baseline to 3 month (MMSE)),3 month,"Independent groups (means, SD's)",,,,,,,,,,,0.1,4.2,22,1.6,1.8,26,Negative,,,,,,,-0.470968186,0.288959894,8.35E-02
Sauer 2017,Objective Cognitive change (change from the baseline: Grooved pegboard (s)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,0.2407,1.474,22,0.2038,1.0926,154,Positive,,,,,,,0.032077042,0.226943761,5.15E-02
Sauer 2017,Objective Cognitive change (change from the baseline: Grooved pegboard (s)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.6104,0.6702,20,0.1854,0.6824,126,Negative,,,,,,,-1.162815433,0.248925984,6.20E-02
Sauer 2017,Objective Cognitive change (change from the baseline: RAVL (DR)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.1263,0.7529,22,0.0165,0.8531,154,Negative,,,,,,,-0.168936336,0.227115886,5.16E-02
Sauer 2017,Objective Cognitive change (change from the baseline: RAVL (DR)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.6373,0.9095,20,0.6264,0.8549,126,Positive,,,,,,,1.26E-02,0.239445342,5.73E-02
Sauer 2017,Objective Cognitive change (change from the baseline: RAVL (IR) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.62,1.7989,22,0.1292,0.8382,154,Negative,,,,,,,-0.742873991,0.230365658,0.053068337
Sauer 2017,Objective Cognitive change (change from the baseline: RAVL (IR) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.5186,1.1569,20,0.7625,1.2149,126,Negative,,,,,,,-0.200949242,0.239732809,5.75E-02
Sauer 2017,Objective Cognitive change(change from the baseline: Trailmaking test A (s)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.03,1.4582,22,0.0062,0.5688,154,Negative,,,,,,,-4.90E-02,0.226952348,5.15E-02
Sauer 2017,Objective Cognitive change (change from the baseline: Trailmaking test A (s)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.0787,1.125,20,-0.0027,0.525,126,Negative,,,,,,,-0.12704451,0.239559607,5.74E-02
Sauer 2017,Objective Cognitive change (change from the baseline: Trailmaking test B (s)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.7992,1.7593,22,-0.0776,0.5463,154,Negative,,,,,,,-0.900943579,0.231962306,5.38E-02
Sauer 2017,Objective Cognitive change (change from the baseline: Trailmaking test B (s)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.1499,1.2367,20,0.2227,0.6224,126,Negative,,,,,,,-0.505303543,0.241263246,5.82E-02
Sauer 2017,Objective Cognitive change (change from the baseline: WAIS digit span (span)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.4645,0.7608,22,-0.1235,1.4294,154,Negative,,,,,,,-0.248523494,0.227323587,5.17E-02
Sauer 2017,Objective Cognitive change (change from the baseline: WAIS digit span (span)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.0863,1.3404,20,0,1.4399,126,Negative,,,,,,,-6.02E-02,0.239470086,5.73E-02
Sauer 2017,Objective Cognitive change (change from the baseline: WAIS digit span (total)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.4272,1.4106,22,-0.43,1.3321,154,Positive,,,,,,,2.08E-03,0.226937348,5.15E-02
Sauer 2017,Objective Cognitive change(change from the baseline: WAIS digit span (total)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.3202,1.4122,20,0.4435,1.3274,126,Negative,,,,,,,-9.16E-02,0.23950422,5.74E-02
Sauer 2017,Objective Cognitive change(change from the baseline: Corsi blocks (total score)) 1 month,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.3926,0.9748,22,-0.0857,0.696,154,Negative,,,,,,,-0.41559076,0.228015826,5.20E-02
Sauer 2017,Objective Cognitive change(change from the baseline: Corsi blocks (total score)) 12 month,12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.2936,0.9175,20,0.5556,0.7799,126,Negative,,,,,,,-0.326030502,0.240203158,5.77E-02
Racine 2020,Objective Cognitive change (GCP  from the baseline 1 month,1 month,"Hedges's g, CI",,,,,,,,,,,,,30,,,110,Negative,,,,-0.5207,0.3225,,-0.0991,,
Racine 2020,Objective Cognitive change (GCP from 1 month to 2 month,2 month,"Hedges's g, CI",,,,,,,,,,,,,30,,,110,Positive,,,,-0.2418,0.469,,0.1136,,
Racine 2020,Objective Cognitive change (GCP from 2 month to 36 month,36 month,"Hedges's g, CI",,,,,,,,,,,,,30,,,110,Negative,,,,-0.5772,0.408,,-0.0846,,
Krogseth 2016,Objective Cognitive change from the baseline,12 month,"Independent groups (means, SD's)",,,,,,,,,,,2.4702,2.0908,201,0.9648,1.4326,86,Negative,,,,,,,-0.78270018,0.13260078,0.017582967
Duppils 2004,Objective Cognitive change,6 month,"Independent groups (difference, t)",,,,,,,,,,,,,32,83,,,Negative,2,,5.39,,,,-0.413396079,0.208487666,4.35E-02
Witlox 2013,Objective Cognitive performance (Clock drawing),3 month,"Independent groups (means, SD's)",,,,,,,,,,,2,1.585,22,3.1425,1.5687,26,Negative,,,,,,,-0.712978956,0.294079048,8.65E-02
Witlox 2013,Objective Cognitive performance (COWAT total),3 month,"Independent groups (means, SD's)",,,,,,,,,,,19.2,8.1,22,23.5,11,26,Negative,,,,,,,-0.432318494,0.288329944,8.31E-02
Witlox 2013,Objective Cognitive performance (DART),3 month,"Independent groups (means, SD's)",,,,,,,,,,,71.2,15.8,22,62.6,16.9,26,Positive,,,,,,,0.515574325,0.289751988,0.083956215
Witlox 2013,Objective Cognitive performance (EMCT total error),3 month,"Independent groups (means, SD's)",,,,,,,,,,,7.8637,10.4608,22,4.0725,4.706,26,Negative,,,,,,,-0.473618286,0.28900501,8.35E-02
Witlox 2013,Objective Cognitive performance (EMCT total time (seconds)),3 month,"Independent groups (means, SD's)",,,,,,,,,,,272,123,22,224,80,26,Negative,,,,,,,-0.463297393,0.288830692,8.34E-02
Witlox 2013,Objective Cognitive performance (EMCT total),3 month,"Independent groups (means, SD's)",,,,,,,,,,,17.7,5.8,22,20.3,2.8,26,Negative,,,,,,,-0.577383689,0.290963766,8.47E-02
Witlox 2013,Objective Cognitive performance (Expanded digit span backward),3 month,"Independent groups (means, SD's)",,,,,,,,,,,5.5,2.5,22,6.6,1.9,26,Negative,,,,,,,-0.493067243,0.289343637,8.37E-02
Witlox 2013,Objective Cognitive performance (Expanded digit span forwardd),3 month,"Independent groups (means, SD's)",,,,,,,,,,,10.5,2.7,22,10.5,2.8,26,Positive,,,,,,,0,0.284933833,8.12E-02
Witlox 2013,Objective Cognitive performance (Fifteen Words Test total recall),3 month,"Independent groups (means, SD's)",,,,,,,,,,,20.3,5.9,22,29.7,8.2,26,Negative,,,,,,,-1.276846331,0.31332086,0.098169961
Witlox 2013,Objective Cognitive performance (MMSE),3 month,"Independent groups (means, SD's)",,,,,,,,,,,23.1,4.5,22,26.8,2.7,26,Negative,,,,,,,-1.001449177,0.302711362,9.16E-02
Witlox 2013,Objective Cognitive performance Fifteen Words Test delayed recall),3 month,"Independent groups (means, SD's)",,,,,,,,,,,1.1,1.7,22,5.1,2.9,26,Negative,,,,,,,-1.621152085,0.329490039,0.108563686
Witlox 2013,Objective Cognitive performance RT mean (millisecond),3 month,"Independent groups (means, SD's)",,,,,,,,,,,617.6436,418.4336,22,360.88,136.474,26,Negative,,,,,,,-0.841598979,0.297599223,8.86E-02
Witlox 2013,Objective Cognitive performance RT SD (millisecond),3 month,"Independent groups (means, SD's)",,,,,,,,,,,358.5886,393.074,22,144.9475,113.7283,26,Negative,,,,,,,-0.754523008,0.295156821,0.087117549
Witlox 2013,Objective Cognitive performance RT total error,3 month,"Independent groups (means, SD's)",,,,,,,,,,,1,4.45,22,1,2.59,26,Positive,,,,,,,0,0.284933833,8.12E-02
Witlox 2013,Objective Cognitvive performance (Fifteen Words Test recognition),3 month,"Independent groups (means, SD's)",,,,,,,,,,,22.1,3.8,22,26.5,3.2,26,Negative,,,,,,,-1.24123466,0.311826662,9.72E-02
Whittamore 2014,Objective Cognitive performance,6 month,"Independent groups (means, SD's)",,,,,,,,,,,11.2964,13.5267,47,23,8.89,74,Negative,,,,,,,-1.065150041,0.197586042,3.90E-02
Vives-Borrás 2019,Objective Cognitive performance,6 month,"Independent groups (means, SD's)",,,,,,,,,,,5.3553,5.3986,37,1,1.487,490,Negative,,,,,,,-2.158927716,0.182775775,3.34E-02
Verloo 2016,Objective Cognitive performance,0.067 month,"Independent groups (means, SD's)",,,,,,,,,,,19.2,5.4,20,24.57,4.3,94,Negative,,,,,,,-1.183861122,0.256854319,6.60E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 3-7),1 month,"Independent groups (means, SD's)",,,,,,,,,,,55,7.9,242,60,6.9,243,Negative,,,,,,,-0.67318499,9.32E-02,8.69E-03
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 3-7),12 month,"Independent groups (means, SD's)",,,,,,,,,,,56.8,7.6,224,61.2,7,227,Negative,,,,,,,-0.601389755,9.61E-02,9.24E-03
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 3-7) ,18 month,"Independent groups (means, SD's)",,,,,,,,,,,56.5,7.9,222,61.5,6.9,219,Negative,,,,,,,-0.672677089,0.097738234,9.55E-03
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 3-7),2 month,"Independent groups (means, SD's)",,,,,,,,,,,56.2,8.1,237,60.9,7.1,238,Negative,,,,,,,-0.616193397,9.38E-02,8.79E-03
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 3-7) ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,55.8,8.2,141,60.6,7.4,123,Negative,,,,,,,-0.610673935,0.125862878,1.58E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 3-7) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,56.4,7.9,230,61,6.5,237,Negative,,,,,,,-0.635786974,9.47E-02,8.97E-03
Vasunilashorn 2018,Objective Cognitive performance (GCP (CAM-S 0-2 vs 8-19) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,54.2,6.1,61,61,6.5,237,Negative,,,,,,,-1.056350516,0.149601855,2.24E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP CAM-S 0-2 vs 3-7),30 month,"Independent groups (means, SD's)",,,,,,,,,,,56.1,7.9,152,60.7,7.5,132,Negative,,,,,,,-0.594518035,0.121250656,1.47E-02
